NewtonCholesky with backtrack line search.

CUTEst problem................: PENALTY2
Number of variables...........: 200
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 200
Maximum line search iterations: 1000
Time limit....................: 10 min

Total iterations........................: 1000
Subproblem iterations...................: 20600000
Line search iterations..................: 0
Number of objective function evaluations: 1000
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Total time in seconds...................: 5.521670
Subproblem time in seconds..............: 4.123186
Line search time in seconds.............: 0.070700
How many times subproblem failed........: 0
How many times line search failed.......: 0

___________________________________________________________________________
iter    f(x*)            ‖∇f(x*)‖         alpha            ‖d‖            
83      4.711629e+13     7.394000e+06     1.000000e+00     4.878017e-01   
84      4.711629e+13     7.233075e+06     1.000000e+00     1.220137e-02   
85      4.711629e+13     7.232977e+06     1.000000e+00     4.877268e-01   
86      4.711629e+13     7.074571e+06     1.000000e+00     1.227613e-02   
87      4.711629e+13     7.074473e+06     1.000000e+00     4.876510e-01   
88      4.711629e+13     6.918563e+06     1.000000e+00     1.235182e-02   
89      4.711629e+13     6.918466e+06     1.000000e+00     4.875742e-01   
90      4.711629e+13     6.765028e+06     1.000000e+00     1.242845e-02   
91      4.711629e+13     6.764931e+06     1.000000e+00     4.874965e-01   
92      4.711629e+13     6.613941e+06     1.000000e+00     1.250605e-02   
93      4.711629e+13     6.613845e+06     1.000000e+00     4.874178e-01   
94      4.711629e+13     6.465280e+06     1.000000e+00     1.258463e-02   
95      4.711629e+13     6.465184e+06     1.000000e+00     4.873380e-01   
96      4.711629e+13     6.319021e+06     1.000000e+00     1.266421e-02   
97      4.711629e+13     6.318925e+06     1.000000e+00     4.872573e-01   
98      4.711629e+13     6.175140e+06     1.000000e+00     1.274481e-02   
99      4.711629e+13     6.175044e+06     1.000000e+00     4.871755e-01   
100     4.711629e+13     6.033613e+06     1.000000e+00     1.282644e-02   
101     4.711629e+13     6.033519e+06     1.000000e+00     4.870927e-01   
102     4.711629e+13     5.894419e+06     1.000000e+00     1.290914e-02   
103     4.711628e+13     5.894324e+06     1.000000e+00     4.870088e-01   
104     4.711628e+13     5.757533e+06     1.000000e+00     1.299292e-02   
105     4.711628e+13     5.757439e+06     1.000000e+00     4.869238e-01   
106     4.711628e+13     5.622932e+06     1.000000e+00     1.307779e-02   
107     4.711628e+13     5.622838e+06     1.000000e+00     4.868377e-01   
108     4.711628e+13     5.490593e+06     1.000000e+00     1.316379e-02   
109     4.711628e+13     5.490500e+06     1.000000e+00     4.867505e-01   
110     4.711628e+13     5.360494e+06     1.000000e+00     1.325094e-02   
111     4.711628e+13     5.360401e+06     1.000000e+00     4.866621e-01   
112     4.711628e+13     5.232611e+06     1.000000e+00     1.333925e-02   
113     4.711628e+13     5.232519e+06     1.000000e+00     4.865725e-01   
114     4.711628e+13     5.106922e+06     1.000000e+00     1.342875e-02   
115     4.711628e+13     5.106830e+06     1.000000e+00     4.864816e-01   
116     4.711628e+13     4.983404e+06     1.000000e+00     1.351946e-02   
117     4.711628e+13     4.983312e+06     1.000000e+00     4.863896e-01   
118     4.711628e+13     4.862034e+06     1.000000e+00     1.361142e-02   
119     4.711628e+13     4.861942e+06     1.000000e+00     4.862963e-01   
120     4.711628e+13     4.742789e+06     1.000000e+00     1.370464e-02   
121     4.711628e+13     4.742698e+06     1.000000e+00     4.862017e-01   
122     4.711628e+13     4.625648e+06     1.000000e+00     1.379915e-02   
123     4.711628e+13     4.625557e+06     1.000000e+00     4.861058e-01   
124     4.711628e+13     4.510587e+06     1.000000e+00     1.389497e-02   
125     4.711628e+13     4.510497e+06     1.000000e+00     4.860085e-01   
126     4.711628e+13     4.397585e+06     1.000000e+00     1.399214e-02   
127     4.711628e+13     4.397495e+06     1.000000e+00     4.859099e-01   
128     4.711628e+13     4.286619e+06     1.000000e+00     1.409069e-02   
129     4.711628e+13     4.286529e+06     1.000000e+00     4.858099e-01   
130     4.711628e+13     4.177666e+06     1.000000e+00     1.419063e-02   
131     4.711628e+13     4.177578e+06     1.000000e+00     4.857084e-01   
132     4.711628e+13     4.070706e+06     1.000000e+00     1.429201e-02   
133     4.711628e+13     4.070618e+06     1.000000e+00     4.856055e-01   
134     4.711628e+13     3.965715e+06     1.000000e+00     1.439485e-02   
135     4.711628e+13     3.965628e+06     1.000000e+00     4.855011e-01   
136     4.711628e+13     3.862673e+06     1.000000e+00     1.449919e-02   
137     4.711628e+13     3.862585e+06     1.000000e+00     4.853951e-01   
138     4.711628e+13     3.761556e+06     1.000000e+00     1.460505e-02   
139     4.711628e+13     3.761469e+06     1.000000e+00     4.852877e-01   
140     4.711628e+13     3.662344e+06     1.000000e+00     1.471248e-02   
141     4.711628e+13     3.662257e+06     1.000000e+00     4.851786e-01   
142     4.711628e+13     3.565014e+06     1.000000e+00     1.482150e-02   
143     4.711628e+13     3.564928e+06     1.000000e+00     4.850678e-01   
144     4.711628e+13     3.469546e+06     1.000000e+00     1.493215e-02   
145     4.711628e+13     3.469460e+06     1.000000e+00     4.849555e-01   
146     4.711628e+13     3.375916e+06     1.000000e+00     1.504447e-02   
147     4.711628e+13     3.375831e+06     1.000000e+00     4.848414e-01   
148     4.711628e+13     3.284105e+06     1.000000e+00     1.515850e-02   
149     4.711628e+13     3.284020e+06     1.000000e+00     4.847255e-01   
150     4.711628e+13     3.194091e+06     1.000000e+00     1.527427e-02   
151     4.711628e+13     3.194006e+06     1.000000e+00     4.846079e-01   
152     4.711628e+13     3.105852e+06     1.000000e+00     1.539183e-02   
153     4.711628e+13     3.105768e+06     1.000000e+00     4.844885e-01   
154     4.711628e+13     3.019367e+06     1.000000e+00     1.551121e-02   
155     4.711628e+13     3.019283e+06     1.000000e+00     4.843672e-01   
156     4.711628e+13     2.934615e+06     1.000000e+00     1.563247e-02   
157     4.711628e+13     2.934532e+06     1.000000e+00     4.842439e-01   
158     4.711628e+13     2.851576e+06     1.000000e+00     1.575564e-02   
159     4.711628e+13     2.851493e+06     1.000000e+00     4.841187e-01   
160     4.711628e+13     2.770228e+06     1.000000e+00     1.588076e-02   
161     4.711628e+13     2.770145e+06     1.000000e+00     4.839915e-01   
162     4.711628e+13     2.690550e+06     1.000000e+00     1.600790e-02   
163     4.711628e+13     2.690468e+06     1.000000e+00     4.838623e-01   
164     4.711628e+13     2.612521e+06     1.000000e+00     1.613708e-02   
165     4.711628e+13     2.612440e+06     1.000000e+00     4.837310e-01   
166     4.711628e+13     2.536122e+06     1.000000e+00     1.626838e-02   
167     4.711628e+13     2.536041e+06     1.000000e+00     4.835974e-01   
168     4.711628e+13     2.461331e+06     1.000000e+00     1.640183e-02   
169     4.711628e+13     2.461250e+06     1.000000e+00     4.834617e-01   
170     4.711628e+13     2.388128e+06     1.000000e+00     1.653749e-02   
171     4.711628e+13     2.388047e+06     1.000000e+00     4.833237e-01   
172     4.711628e+13     2.316492e+06     1.000000e+00     1.667541e-02   
173     4.711628e+13     2.316412e+06     1.000000e+00     4.831834e-01   
174     4.711628e+13     2.246403e+06     1.000000e+00     1.681566e-02   
